User_ID,Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
USR-00921,Netflix,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Europe,Medium,76,109,0.4788,11.36,7.91,36,5
USR-00922,Prime Video,Standard,AI-Generated Summary,Bored,Foldable Phone,Movies,North America,Low,69,178,0.5444,9.5,7.41,2,6
USR-00923,TikTok,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,North America,Low,82,84,0.3847,13.85,8.8,4,4
USR-00924,TikTok,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Europe,Medium,83,133,0.024,12.67,9.31,4,6
USR-00925,Netflix,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,North America,Medium,66,165,0.5854,5.69,6.33,5,6
USR-00926,YouTube,Ad-Supported,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Middle East & Africa,Medium,63,166,0.1857,0.66,7.15,2,6
USR-00927,Netflix,Standard,Real-time Voice Dubbing,Stressed,Smart Glasses,Gaming,Europe,Low,81,178,0.1195,15.87,8.33,5,5
USR-00928,Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,45,99,0.2031,28.86,4.86,33,4
USR-00929,TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Europe,Medium,75,85,0.2979,28.91,7.66,28,2
USR-00930,Disney+ AI,Standard,AI-Generated Summary,Happy,Foldable Phone,Gaming,Europe,High,90,94,0.2158,9.03,9.84,3,1
USR-00931,YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Europe,Low,72,139,0.121,3.8,7.95,46,2
USR-00932,YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Shorts,Asia Pacific,Medium,99,109,0.3813,20.27,10.0,36,5
USR-00933,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Europe,Low,61,79,0.2159,15.19,6.69,2,3
USR-00934,Disney+ AI,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Asia Pacific,Low,78,103,0.4275,11.92,8.17,34,3
USR-00935,Disney+ AI,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,North America,Low,57,75,0.2841,13.63,6.08,3,3
USR-00936,Netflix,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,North America,Medium,71,27,0.6096,2.75,7.31,9,1
USR-00937,Apple TV+,Premium AI-Plus,AI-Generated Summary,Stressed,Foldable Phone,Movies,North America,Low,76,177,0.194,22.78,7.5,2,4
USR-00938,Netflix,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,56,147,0.2522,13.12,6.03,2,6
USR-00939,Prime Video,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Middle East & Africa,Medium,55,63,0.4115,9.23,5.62,21,1
USR-00940,Netflix,Premium AI-Plus,Personalized Story Ending,Bored,Foldable Phone,Movies,Latin America,High,68,151,0.4533,21.65,7.15,2,5
USR-00941,YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Europe,High,49,95,0.2109,10.92,5.58,32,2
USR-00942,Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Europe,Medium,65,98,0.4645,22.79,7.64,33,2
USR-00943,Netflix,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,Latin America,Medium,61,111,0.339,12.02,7.0,37,7
USR-00944,YouTube,Standard,Virtual Background Sync,Happy,Foldable Phone,Movies,Asia Pacific,Medium,54,76,0.1657,11.23,5.9,1,4
USR-00945,YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,North America,Medium,95,71,0.1239,22.4,10.0,24,5
USR-00946,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,Asia Pacific,High,76,123,0.1061,26.76,8.33,1,4
USR-00947,Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Asia Pacific,High,100,100,0.4199,29.67,10.0,33,2
USR-00948,Prime Video,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Movies,Middle East & Africa,Low,84,110,0.0497,20.46,8.3,1,3
USR-00949,Prime Video,Standard,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,Medium,72,97,0.1468,9.22,7.28,4,2
USR-00950,YouTube,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,Low,71,92,0.275,2.8,7.38,31,2
USR-00951,TikTok,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Gaming,Asia Pacific,Medium,66,83,0.3303,12.51,7.51,2,3
USR-00952,YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Education,Europe,Medium,69,121,0.7024,32.59,7.91,6,6
USR-00953,YouTube,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Education,Middle East & Africa,High,31,133,0.2975,11.02,3.94,6,7
USR-00954,Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Education,Asia Pacific,Medium,84,84,0.1386,22.6,9.44,4,2
USR-00955,Apple TV+,Premium AI-Plus,Personalized Story Ending,Bored,Apple Vision Pro,Movies,Middle East & Africa,Medium,100,149,0.0694,25.86,10.0,2,2
USR-00956,Prime Video,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Movies,North America,Medium,80,133,0.5803,31.43,8.42,1,3
USR-00957,Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,North America,Low,59,110,0.1611,32.41,6.02,3,4
USR-00958,TikTok,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,70,56,0.2827,14.87,7.48,19,1
USR-00959,YouTube,Standard,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Middle East & Africa,Low,71,74,0.4565,9.48,7.48,25,1
USR-00960,TikTok,Premium AI-Plus,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,North America,Medium,74,69,0.4458,23.84,7.73,2,1
USR-00961,TikTok,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Europe,High,51,207,0.3307,3.63,5.74,2,6
USR-00962,YouTube,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Movies,North America,Medium,67,111,0.1363,5.47,7.83,1,5
USR-00963,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Latin America,Low,40,127,0.4065,25.01,4.23,42,7
USR-00964,Netflix,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,North America,Medium,40,78,0.1646,14.78,3.87,26,3
USR-00965,Apple TV+,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Gaming,Europe,High,65,201,0.1562,14.65,6.39,6,4
USR-00966,YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Gaming,North America,Low,83,111,0.2779,5.58,8.51,3,1
USR-00967,Apple TV+,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,North America,Low,61,99,0.2968,10.62,6.41,1,5
USR-00968,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Movies,Latin America,Medium,55,160,0.3554,32.89,6.53,2,7
USR-00969,TikTok,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Europe,Medium,96,88,0.2571,12.64,10.0,29,4
USR-00970,Netflix,Standard,AI-Generated Summary,Energetic,Smart Glasses,Shorts,North America,Medium,65,101,0.5829,11.23,6.23,34,3
USR-00971,YouTube,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Gaming,Middle East & Africa,High,54,149,0.5186,9.76,6.3,4,4
USR-00972,Netflix,Premium AI-Plus,Personalized Story Ending,Energetic,Apple Vision Pro,Gaming,Latin America,Medium,62,71,0.2863,34.62,7.21,2,3
USR-00973,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Foldable Phone,Education,North America,High,81,137,0.2855,22.27,8.66,6,8
USR-00974,Prime Video,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Europe,High,76,100,0.0446,11.45,8.39,33,3
USR-00975,YouTube,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Movies,Europe,Low,49,86,0.2315,14.58,5.96,1,2
USR-00976,TikTok,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,Low,71,109,0.1071,3.38,7.87,36,4
USR-00977,YouTube,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Asia Pacific,High,55,201,0.0851,9.5,5.62,2,5
USR-00978,YouTube,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Movies,Europe,High,54,62,0.2535,3.52,5.37,1,3
USR-00979,TikTok,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,North America,Medium,32,34,0.253,12.54,3.71,11,1
USR-00980,Netflix,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,Low,58,97,0.1725,9.26,6.64,32,1
USR-00981,Apple TV+,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,North America,Low,78,204,0.3078,4.44,7.98,2,5
USR-00982,Prime Video,Ad-Supported,Virtual Background Sync,Bored,Apple Vision Pro,Gaming,Asia Pacific,High,35,185,0.5439,4.31,3.17,5,6
USR-00983,Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,Low,41,103,0.2202,4.81,4.45,34,3
USR-00984,YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Europe,High,90,55,0.5017,0.53,8.85,1,2
USR-00985,Netflix,Standard,Personalized Story Ending,Stressed,Apple Vision Pro,Gaming,Europe,Medium,64,173,0.1397,10.4,6.86,5,5
USR-00986,Apple TV+,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Movies,North America,High,77,106,0.3914,3.46,8.46,1,2
USR-00987,YouTube,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,88,80,0.3,4.45,9.15,27,4
USR-00988,Netflix,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,North America,High,36,108,0.3745,29.27,4.6,36,5
USR-00989,YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Medium,83,51,0.3391,1.39,8.8,17,2
USR-00990,Prime Video,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Gaming,North America,High,48,132,0.0784,20.93,4.88,4,4
USR-00991,TikTok,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Low,76,71,0.2851,10.68,7.77,24,1
USR-00992,Disney+ AI,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Movies,Latin America,Low,38,44,0.2417,9.96,3.86,1,2
USR-00993,Prime Video,Standard,AI-Generated Summary,Happy,Smart Glasses,Shorts,Middle East & Africa,Low,53,67,0.1769,11.43,5.86,22,1
USR-00994,Netflix,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Europe,Medium,68,108,0.1911,4.01,7.32,1,2
USR-00995,Apple TV+,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Movies,North America,Low,86,193,0.0385,23.49,9.19,2,7
USR-00996,YouTube,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Europe,Medium,80,92,0.2567,26.72,8.01,31,4
USR-00997,TikTok,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Europe,Low,20,31,0.1012,0.28,3.01,1,1
USR-00998,Netflix,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Latin America,Medium,86,128,0.2999,31.99,8.76,43,4
USR-00999,Apple TV+,Standard,Mood-Based Playlist,Happy,Smart Glasses,Shorts,Europe,Medium,68,78,0.651,14.68,7.48,26,2
USR-01000,YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Gaming,North America,High,92,79,0.2853,22.55,9.83,2,1
USR-01001,Netflix,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Education,North America,Medium,69,55,0.2164,28.59,7.86,2,2
USR-01002,YouTube,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Gaming,North America,High,40,83,0.4578,4.2,4.04,2,3
USR-01003,Netflix,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,North America,Medium,39,115,0.4561,25.14,4.22,5,3
USR-01004,Netflix,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Europe,Low,88,158,0.2455,32.28,9.7,53,2
USR-01005,TikTok,Standard,Virtual Background Sync,Stressed,Apple Vision Pro,Gaming,Asia Pacific,High,72,196,0.4157,15.8,7.17,6,5
USR-01006,YouTube,Ad-Supported,Personalized Story Ending,Energetic,Smart Glasses,Gaming,North America,Medium,74,86,0.34,2.73,8.43,2,3
USR-01007,Apple TV+,Premium AI-Plus,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,North America,Medium,70,207,0.3075,23.96,7.96,6,7
USR-01008,YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Gaming,Asia Pacific,Medium,89,136,0.1326,9.33,9.91,4,6
USR-01009,Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Education,North America,High,66,179,0.4843,3.98,6.91,8,6
USR-01010,YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Europe,Low,90,92,0.3188,26.96,9.18,31,4
USR-01011,TikTok,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,North America,Low,55,123,0.2993,12.33,5.51,6,6
USR-01012,TikTok,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Europe,High,34,191,0.257,28.21,3.82,64,8
USR-01013,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Movies,Europe,Medium,67,80,0.2166,14.69,7.08,1,2
USR-01014,Apple TV+,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Movies,North America,Medium,52,79,0.0541,1.72,5.47,1,1
USR-01015,YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Asia Pacific,High,100,186,0.3474,27.98,10.0,62,5
USR-01016,Netflix,Standard,Personalized Story Ending,Bored,Apple Vision Pro,Movies,North America,Low,75,119,0.0855,10.91,8.01,1,3
USR-01017,TikTok,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Latin America,Low,35,101,0.3927,15.82,3.97,1,3
USR-01018,Prime Video,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,Middle East & Africa,Low,74,89,0.421,12.06,8.14,30,3
USR-01019,Netflix,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Latin America,High,68,58,0.1229,2.23,7.76,19,4
USR-01020,YouTube,Standard,Personalized Story Ending,Energetic,Apple Vision Pro,Movies,Asia Pacific,High,54,77,0.2647,13.48,6.25,1,3
USR-01021,Prime Video,Standard,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Asia Pacific,High,29,190,0.3598,13.78,3.22,63,6
USR-01022,Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Gaming,Asia Pacific,Medium,85,152,0.1952,22.62,9.13,4,3
USR-01023,Apple TV+,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,Middle East & Africa,Medium,79,96,0.2312,26.88,7.67,3,6
USR-01024,TikTok,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Gaming,North America,High,76,108,0.1796,29.29,7.78,3,6
USR-01025,TikTok,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Asia Pacific,High,78,131,0.2798,1.1,8.34,1,5
USR-01026,YouTube,Standard,Personalized Story Ending,Energetic,Smart Glasses,Education,Europe,Low,57,78,0.3241,11.57,6.48,4,2
USR-01027,Apple TV+,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Education,Europe,Low,55,85,0.3989,2.06,5.99,4,1
USR-01028,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Middle East & Africa,Medium,85,93,0.282,26.09,8.92,31,3
USR-01029,Disney+ AI,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Latin America,High,80,141,0.1846,10.22,8.71,1,2
USR-01030,YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,Apple Vision Pro,Shorts,Middle East & Africa,Medium,100,118,0.3419,21.98,10.0,39,3
USR-01031,TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Education,Europe,Low,89,139,0.0714,10.09,9.36,6,4
USR-01032,Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Europe,High,64,47,0.0809,0.92,7.4,1,1
USR-01033,YouTube,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Education,Europe,Medium,85,124,0.3229,33.17,8.79,6,5
USR-01034,Prime Video,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Education,North America,Low,54,94,0.2105,15.72,5.85,4,2
USR-01035,YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,AI-Integrated TV,Gaming,Europe,Medium,99,128,0.016,24.68,10.0,4,4
USR-01036,TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Europe,High,59,131,0.1203,24.43,6.05,1,7
USR-01037,YouTube,Standard,Virtual Background Sync,Energetic,Apple Vision Pro,Movies,Middle East & Africa,Medium,69,76,0.2328,13.03,7.19,1,3
USR-01038,YouTube,Standard,Virtual Background Sync,Happy,Foldable Phone,Movies,North America,High,84,87,0.0888,10.88,8.88,1,4
USR-01039,YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,Middle East & Africa,High,51,185,0.0927,9.42,5.68,2,5
USR-01040,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Europe,Low,100,149,0.3574,22.48,9.98,2,3
USR-01041,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Latin America,Medium,100,157,0.1867,22.91,10.0,52,5
USR-01042,TikTok,Ad-Supported,Personalized Story Ending,Energetic,Smart Glasses,Gaming,Latin America,Low,61,83,0.1248,5.01,7.09,2,2
USR-01043,TikTok,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,North America,Medium,69,76,0.0907,9.33,7.28,1,3
USR-01044,TikTok,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Gaming,North America,Medium,11,108,0.5224,2.64,1.0,3,4
USR-01045,Netflix,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Education,Europe,Medium,78,161,0.5388,9.0,8.11,7,8
USR-01046,YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,Medium,82,143,0.1635,22.07,9.05,2,5
USR-01047,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Movies,North America,Low,60,115,0.5298,26.87,6.83,1,5
USR-01048,Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,North America,Low,46,121,0.0836,10.55,5.31,40,6
USR-01049,Prime Video,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Education,Asia Pacific,Medium,38,199,0.0474,9.2,4.24,9,7
USR-01050,YouTube,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Middle East & Africa,Low,39,150,0.3944,0.65,4.35,4,5
USR-01051,TikTok,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Asia Pacific,Low,60,100,0.5048,4.97,5.95,1,6
USR-01052,Netflix,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Gaming,Europe,High,49,93,0.1325,15.1,5.59,3,5
USR-01053,YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Middle East & Africa,Medium,28,91,0.1556,24.33,3.71,3,2
USR-01054,Netflix,Standard,Virtual Background Sync,Bored,Smart Glasses,Movies,Europe,Medium,59,188,0.1272,10.24,6.37,2,9
USR-01055,YouTube,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Gaming,Middle East & Africa,Low,32,106,0.2684,5.59,4.12,3,2
USR-01056,TikTok,Standard,Personalized Story Ending,Stressed,Foldable Phone,Shorts,North America,High,68,204,0.4048,11.2,7.64,68,7
USR-01057,Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Asia Pacific,High,35,103,0.2319,3.46,4.19,1,3
USR-01058,Netflix,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Education,North America,Medium,61,167,0.3338,1.59,7.33,8,6
USR-01059,TikTok,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Movies,Latin America,Low,64,100,0.2479,20.83,6.62,1,3
USR-01060,Disney+ AI,Ad-Supported,AI-Generated Summary,Bored,Smart Glasses,Gaming,Asia Pacific,High,85,222,0.7099,4.57,8.91,6,8
USR-01061,Apple TV+,Standard,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Europe,Medium,65,122,0.0711,15.54,7.14,3,3
USR-01062,TikTok,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,Asia Pacific,High,50,183,0.5182,11.77,5.17,2,3
USR-01063,YouTube,Ad-Supported,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Gaming,Middle East & Africa,Medium,86,105,0.2671,5.03,9.11,3,4
USR-01064,TikTok,Ad-Supported,Real-time Voice Dubbing,Stressed,Smart Glasses,Movies,North America,High,61,160,0.2493,3.75,6.79,2,3
USR-01065,YouTube,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Medium,61,99,0.0767,3.13,6.84,1,4
USR-01066,Apple TV+,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Movies,North America,Medium,21,129,0.2706,4.14,2.34,1,3
USR-01067,YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Apple Vision Pro,Education,Middle East & Africa,High,60,176,0.55,26.23,6.74,8,5
USR-01068,TikTok,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Education,North America,Medium,37,189,0.299,13.58,3.61,9,6
USR-01069,Netflix,Standard,AI-Generated Summary,Happy,Foldable Phone,Movies,North America,Medium,76,89,0.4023,14.12,8.08,1,3
USR-01070,YouTube,Standard,Virtual Background Sync,Energetic,Smart Glasses,Shorts,North America,Medium,67,114,0.3623,15.61,7.14,38,4
USR-01071,Prime Video,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Education,Europe,Medium,100,178,0.6743,28.29,10.0,8,3
USR-01072,TikTok,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,Latin America,Medium,43,33,0.2439,1.79,4.94,1,1
USR-01073,YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,Middle East & Africa,Low,94,178,0.4042,29.51,10.0,2,7
USR-01074,Apple TV+,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Asia Pacific,Medium,28,160,0.5676,4.68,3.79,53,5
USR-01075,Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Shorts,Asia Pacific,Medium,69,136,0.1425,32.45,7.74,45,6
USR-01076,YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Asia Pacific,Low,64,121,0.4456,4.61,6.32,1,9
USR-01077,TikTok,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Low,74,91,0.6169,0.78,8.43,30,4
USR-01078,YouTube,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Gaming,Europe,Medium,61,206,0.0136,13.85,6.51,6,7
USR-01079,TikTok,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Gaming,Europe,Medium,24,98,0.3325,2.13,2.47,3,4
USR-01080,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,North America,High,52,43,0.2443,23.09,6.3,14,1
USR-01081,YouTube,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Middle East & Africa,Medium,59,87,0.2144,14.38,6.56,2,4
USR-01082,Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Europe,Medium,83,49,0.4035,12.51,8.22,16,1
