Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
Netflix,Standard,Personalized Story Ending,Stressed,Foldable Phone,Shorts,North America,Low,70,123,0.2647,34.18,7.3,1,1
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,Low,89,106,0.1503,34.99,9.93,1,9
Netflix,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Shorts,North America,Medium,100,118,0.331,24.36,10.0,1,5
TikTok,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Europe,Medium,89,79,0.0849,11.9,8.96,1,2
Apple TV+,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Latin America,Medium,71,203,0.69,34.99,9.49,1,7
Prime Video,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,Low,100,190,0.3204,15.44,6.26,3,1
Prime Video,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Europe,Low,64,77,0.159,22.59,8.93,29,8
Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,North America,Medium,55,47,0.2245,20.97,10.0,1,2
Apple TV+,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,60,135,0.0547,7.63,6.8,50,2
Apple TV+,Standard,AI-Generated Summary,Energetic,Foldable Phone,Shorts,North America,High,60,116,0.337,16.43,6.91,5,5
TikTok,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Latin America,High,31,141,0.0123,4.29,5.86,6,7
Disney+ AI,Standard,Virtual Background Sync,Energetic,Smart Glasses,Shorts,North America,Medium,85,135,0.0305,6.23,5.96,1,3
Netflix,Standard,Real-time Voice Dubbing,Happy,Smart Glasses,Movies,Europe,Low,63,53,0.3018,11.83,7.51,1,9
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Education,Europe,Low,58,126,0.1682,31.69,10.0,1,7
Netflix,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Europe,Medium,77,93,0.1354,34.99,4.37,1,3
Netflix,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Movies,Asia Pacific,Low,96,133,0.6045,7.82,7.88,3,4
Netflix,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Gaming,Europe,High,87,131,0.6166,12.6,7.15,39,5
Netflix,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,North America,Medium,46,119,0.5564,14.51,6.38,24,2
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,Asia Pacific,Medium,51,108,0.2528,27.27,9.86,14,4
YouTube,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Europe,Medium,80,193,0.0792,24.25,6.06,15,4
Prime Video,Premium AI-Plus,Mood-Based Playlist,Energetic,AI-Integrated TV,Shorts,Latin America,Low,87,123,0.0662,3.55,7.25,7,5
Netflix,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Medium,51,93,0.2316,14.94,9.68,1,4
Netflix,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Movies,North America,Low,70,176,0.3357,21.33,10.0,37,1
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Smart Glasses,Movies,Asia Pacific,Low,60,203,0.4943,6.56,6.6,10,8
TikTok,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Gaming,Asia Pacific,Medium,70,210,0.0976,6.2,8.45,3,2
Netflix,Premium AI-Plus,Virtual Background Sync,Bored,Smart Glasses,Shorts,North America,Medium,85,152,0.0099,33.58,9.34,1,3
YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Education,Middle East & Africa,Low,71,95,0.1075,17.86,6.81,1,3
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,North America,Low,99,161,0.5605,28.4,4.91,4,5
Apple TV+,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Movies,North America,Medium,89,201,0.4041,16.85,6.94,4,4
Prime Video,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,Middle East & Africa,Medium,66,136,0.0664,2.83,9.47,1,6
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Movies,Asia Pacific,Medium,91,66,0.3319,34.99,5.45,3,4
Prime Video,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Europe,Medium,66,111,0.4244,26.07,7.32,1,7
YouTube,Standard,AI-Generated Summary,Anxious,Smart Glasses,Gaming,Middle East & Africa,Medium,59,225,0.1818,6.72,7.97,23,1
Netflix,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,79,73,0.2029,6.57,9.27,1,6
Apple TV+,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Asia Pacific,Low,83,126,0.4927,34.73,4.06,1,5
Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Asia Pacific,Medium,72,213,0.1733,3.96,5.04,29,6
YouTube,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Shorts,Europe,Medium,69,93,0.2103,10.22,5.5,1,3
TikTok,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Europe,Low,60,126,0.1375,5.19,9.31,6,8
Netflix,Ad-Supported,Personalized Story Ending,Stressed,Smart Glasses,Gaming,Asia Pacific,Low,86,160,0.404,34.99,7.28,1,3
Apple TV+,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,51,194,0.1733,7.15,7.35,1,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Latin America,High,93,125,0.2261,23.9,6.19,53,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Shorts,North America,Medium,77,62,0.3583,4.44,9.51,3,5
YouTube,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Movies,North America,Low,27,99,0.0366,4.2,5.87,1,2
Apple TV+,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Gaming,North America,High,71,63,0.3889,0.73,4.59,11,5
TikTok,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,North America,Medium,42,141,0.3372,6.16,7.37,3,3
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,North America,Low,50,119,0.3683,9.0,5.18,1,2
YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Europe,Medium,59,35,0.2122,14.6,9.72,1,6
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Europe,Low,85,173,0.1733,23.53,7.09,2,8
YouTube,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Education,North America,Medium,98,74,0.4287,29.66,9.11,24,2
Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Middle East & Africa,Low,100,153,0.3754,26.59,6.57,1,3
TikTok,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Latin America,Low,95,100,0.3876,12.37,10.0,1,2
YouTube,Ad-Supported,Real-time Voice Dubbing,Anxious,Smart Glasses,Shorts,Latin America,Low,64,96,0.6294,12.71,9.39,30,2
Apple TV+,Premium AI-Plus,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Europe,Medium,79,66,0.1143,14.66,10.0,1,6
Prime Video,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Europe,High,75,61,0.2328,30.35,8.02,19,7
TikTok,Ad-Supported,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Asia Pacific,Medium,56,128,0.2319,26.53,8.45,38,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Asia Pacific,Low,27,137,0.1857,4.12,8.7,1,4
TikTok,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Europe,Medium,69,55,0.0976,6.23,10.0,1,2
YouTube,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Shorts,Europe,Medium,91,120,0.4281,32.15,6.49,1,3
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Gaming,North America,Medium,84,241,0.0731,13.09,7.12,38,8
YouTube,Standard,Virtual Background Sync,Stressed,Foldable Phone,Movies,Middle East & Africa,High,74,192,0.1455,0.0,5.33,2,5
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,Apple Vision Pro,Movies,North America,Medium,99,110,0.2884,10.5,9.46,1,5
Netflix,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Latin America,Low,82,87,0.1935,13.78,7.41,1,3
YouTube,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Education,Asia Pacific,High,100,113,0.5225,10.89,9.16,1,2
Netflix,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Asia Pacific,Medium,89,102,0.3237,3.41,8.92,3,11
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,Medium,56,102,0.5147,29.63,8.48,2,6
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Europe,Medium,75,154,0.189,7.34,7.86,1,5
Netflix,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Latin America,Low,94,106,0.284,4.44,4.77,7,2
YouTube,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,North America,Low,60,131,0.256,24.18,8.17,1,7
Netflix,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Latin America,Low,77,90,0.2869,16.0,10.0,34,5
Netflix,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,Europe,High,75,184,0.3915,34.99,8.53,1,3
Apple TV+,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Europe,Medium,73,124,0.0154,6.88,6.95,12,3
Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Asia Pacific,High,88,179,0.3275,13.06,4.97,1,2
TikTok,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Gaming,North America,Medium,67,167,0.3674,34.99,7.99,1,3
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Middle East & Africa,Medium,93,156,0.0657,24.34,8.2,1,4
YouTube,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Gaming,Asia Pacific,Low,72,148,0.8176,2.85,9.14,51,4
Disney+ AI,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Education,Europe,Medium,81,203,0.2067,5.31,9.51,7,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Europe,Medium,100,94,0.0667,17.81,6.44,7,6
Apple TV+,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Low,60,194,0.1619,11.21,7.12,1,2
YouTube,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,North America,Medium,39,119,0.7248,15.03,7.6,1,5
Disney+ AI,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Europe,High,71,131,0.1658,34.99,9.58,3,5
YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Middle East & Africa,Medium,47,88,0.0509,34.99,8.51,7,7
Netflix,Standard,Personalized Story Ending,Bored,Apple Vision Pro,Movies,North America,Low,50,78,0.7355,24.89,7.82,2,1
TikTok,Ad-Supported,Real-time Voice Dubbing,Bored,Smart Glasses,Movies,North America,Medium,61,63,0.0025,6.17,9.1,1,3
TikTok,Premium AI-Plus,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,Latin America,Medium,63,140,0.4148,23.58,8.47,1,3
TikTok,Standard,Personalized Story Ending,Happy,Foldable Phone,Movies,North America,Medium,70,47,0.0797,30.12,3.43,1,5
Disney+ AI,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Education,Latin America,Low,63,71,0.6017,34.89,8.36,64,7
Apple TV+,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Education,Europe,Low,80,131,0.0988,15.83,10.0,1,6
Prime Video,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Gaming,Europe,High,100,55,0.05,4.89,8.62,2,6
Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Movies,North America,Medium,50,136,0.156,9.32,7.87,1,4
Netflix,Standard,Virtual Background Sync,Energetic,Apple Vision Pro,Education,Europe,Medium,100,187,0.3142,3.28,9.78,35,6
Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,Europe,Medium,80,111,0.2846,11.15,3.87,1,2
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Europe,Low,94,83,0.0499,4.87,6.61,39,4
TikTok,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Middle East & Africa,Low,76,33,0.1594,16.49,9.51,1,5
YouTube,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Latin America,High,63,130,0.1141,34.99,9.07,2,4
Apple TV+,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Gaming,Middle East & Africa,High,50,128,0.4831,20.68,5.65,1,2
YouTube,Premium AI-Plus,Virtual Background Sync,Stressed,Apple Vision Pro,Movies,Europe,High,85,97,0.0486,34.99,5.85,6,2
Netflix,Premium AI-Plus,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,North America,Low,52,104,0.0387,14.43,7.82,21,4
Disney+ AI,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Movies,North America,Medium,90,137,0.191,7.23,5.64,1,3
Netflix,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Education,Asia Pacific,Medium,80,114,0.2538,32.1,6.42,1,3
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Europe,Medium,77,125,0.0677,14.91,8.22,1,2
Disney+ AI,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Shorts,Latin America,High,91,146,0.0905,0.0,6.27,15,3
YouTube,Ad-Supported,Real-time Voice Dubbing,Anxious,Smart Glasses,Movies,Asia Pacific,High,80,193,0.2684,13.87,7.49,3,5
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Smart Glasses,Shorts,North America,Medium,100,122,0.2872,5.98,9.13,5,11
Apple TV+,Standard,Real-time Voice Dubbing,Stressed,Smart Glasses,Education,Latin America,Medium,60,89,0.37,28.21,7.0,2,3
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Gaming,Europe,Medium,89,76,0.1006,26.04,5.17,2,6
TikTok,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Movies,Latin America,Medium,54,90,0.1203,14.39,8.24,1,4
Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Gaming,Asia Pacific,Medium,67,192,0.1242,22.04,10.0,1,3
YouTube,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,North America,Medium,62,257,0.3587,34.66,9.17,1,4
YouTube,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Europe,Low,68,108,0.8084,1.78,9.1,1,8
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Middle East & Africa,Medium,100,139,0.2389,4.51,4.27,1,3
YouTube,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Asia Pacific,High,100,83,0.3545,16.79,9.2,1,3
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Movies,Asia Pacific,Low,92,155,0.0926,28.38,9.51,1,3
YouTube,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,Latin America,Medium,86,125,0.6439,14.93,8.97,1,1
TikTok,Ad-Supported,Real-time Voice Dubbing,Bored,Smart Glasses,Gaming,Europe,Low,87,165,0.3329,0.0,10.0,4,2
TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Latin America,Medium,89,139,0.1673,5.65,5.82,1,6
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Education,Europe,Low,88,139,0.6018,28.3,8.05,2,1
Netflix,Ad-Supported,Real-time Voice Dubbing,Energetic,Foldable Phone,Movies,North America,High,100,116,0.2881,3.74,8.13,15,1
YouTube,Ad-Supported,AI-Generated Summary,Anxious,Smart Glasses,Movies,Asia Pacific,Low,88,171,0.4444,29.36,7.77,1,6
Netflix,Premium AI-Plus,Personalized Story Ending,Happy,Smart Glasses,Shorts,Asia Pacific,Medium,69,56,0.442,34.99,7.07,5,3
Apple TV+,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,Europe,Medium,86,211,0.1909,4.15,8.33,35,8
TikTok,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Movies,North America,Medium,100,144,0.0203,17.74,10.0,12,3
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Education,Asia Pacific,Medium,100,117,0.1183,17.17,6.7,1,2
TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,High,65,87,0.1846,7.05,10.0,2,5
Netflix,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Low,37,46,0.1504,17.27,9.81,1,4
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Movies,Middle East & Africa,High,80,79,0.3932,32.02,5.73,1,3
TikTok,Standard,Virtual Background Sync,Happy,Smart Glasses,Shorts,Latin America,Medium,87,138,0.5343,4.06,6.38,2,6
TikTok,Premium AI-Plus,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Medium,76,88,0.4046,5.98,10.0,1,2
Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,Asia Pacific,High,48,113,0.3197,14.32,10.0,29,5
Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,North America,Medium,100,88,0.4187,18.3,10.0,1,7
Netflix,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Asia Pacific,High,68,139,0.0907,16.13,3.24,2,9
TikTok,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Shorts,Asia Pacific,Medium,87,196,0.521,4.94,7.18,1,6
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Movies,North America,Medium,65,143,0.2164,16.33,5.01,1,2
YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Asia Pacific,Low,78,98,0.5663,15.41,8.77,1,2
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,56,58,0.3656,28.6,9.82,1,11
Netflix,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,North America,Medium,74,66,0.319,16.11,8.64,28,2
TikTok,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Latin America,Medium,88,158,0.5031,17.27,6.47,1,2
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,North America,Low,100,102,0.2006,4.24,9.96,1,4
TikTok,Ad-Supported,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Latin America,Medium,68,84,0.3761,9.66,8.62,2,1
YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,North America,Medium,95,118,0.0807,3.86,6.57,3,3
Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,North America,Medium,61,95,0.2892,24.51,8.44,1,1
YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Middle East & Africa,Medium,100,71,0.6541,4.57,9.14,1,7
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Gaming,North America,Medium,91,129,0.2371,9.34,9.12,1,5
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,North America,High,80,121,0.1073,13.07,9.12,6,2
Apple TV+,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Education,North America,Medium,69,91,0.5708,29.83,4.08,1,3
TikTok,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Education,Europe,Low,51,98,0.1539,17.12,7.06,1,2
YouTube,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Shorts,Europe,Medium,79,106,0.4089,15.89,10.0,1,2
TikTok,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Education,Europe,Medium,90,182,0.1824,15.16,7.67,1,3
Netflix,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Gaming,Asia Pacific,Low,67,194,0.3882,13.63,10.0,1,2
Disney+ AI,Ad-Supported,Virtual Background Sync,Anxious,Apple Vision Pro,Education,Europe,Medium,73,179,0.3512,17.39,5.32,1,3
Netflix,Ad-Supported,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Education,Europe,High,58,118,0.4225,34.99,7.13,3,1
Disney+ AI,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Europe,High,87,154,0.4689,3.2,7.89,1,5
Netflix,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Gaming,Middle East & Africa,Low,87,19,0.5719,7.09,6.72,39,3
Prime Video,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,North America,Low,78,71,0.3894,7.72,4.26,1,4
Prime Video,Standard,Virtual Background Sync,Stressed,Foldable Phone,Gaming,Latin America,Medium,65,141,0.308,27.77,3.85,28,3
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Movies,Middle East & Africa,Medium,86,123,0.4417,10.71,7.57,1,4
Netflix,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,North America,Medium,97,250,0.1516,6.51,9.99,1,3
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Movies,Asia Pacific,High,88,80,0.5245,12.29,9.56,10,3
Apple TV+,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,Europe,High,77,160,0.2393,13.88,8.0,1,2
Netflix,Premium AI-Plus,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Europe,High,79,101,0.2981,21.82,8.7,44,11
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Movies,Asia Pacific,Medium,62,100,0.3544,15.31,6.68,1,2
Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Europe,Low,15,92,0.067,17.49,8.1,1,2
Netflix,Standard,Mood-Based Playlist,Happy,Foldable Phone,Education,Asia Pacific,High,68,142,0.0879,8.91,6.77,3,5
TikTok,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Movies,Europe,Medium,88,202,0.177,33.03,6.57,39,3
Netflix,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,North America,High,100,118,0.0064,34.99,5.74,1,6
TikTok,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Movies,North America,Low,50,203,0.6648,5.23,7.7,1,6
YouTube,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Latin America,Low,33,84,0.3308,16.36,6.76,39,3
YouTube,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Europe,Medium,73,73,0.1375,32.75,5.63,6,3
TikTok,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Medium,69,109,0.486,2.74,7.71,6,4
Prime Video,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Gaming,Latin America,High,93,116,0.2742,33.0,9.48,26,3
YouTube,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Latin America,Low,69,76,0.1594,22.42,7.66,1,2
Prime Video,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Gaming,Asia Pacific,Medium,75,114,0.1122,16.55,9.9,2,3
Apple TV+,Ad-Supported,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,North America,Medium,96,21,0.346,16.96,6.03,1,3
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Education,Middle East & Africa,Medium,50,39,0.0111,33.45,7.48,6,7
Disney+ AI,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Asia Pacific,High,77,242,0.3396,15.6,4.46,2,3
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Latin America,Medium,59,182,0.2676,1.67,8.08,1,8
Disney+ AI,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Education,Middle East & Africa,High,44,79,0.8282,3.14,7.73,2,4
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Asia Pacific,Low,58,104,0.0836,2.83,5.24,1,7
